var,Coef.BaboonPanTissue,Coef.BaboonAdipose,Coef.BaboonBrain,Coef.BaboonCortex,Coef.BaboonLiver,Coef.BaboonMuscle,Coef.BaboonHeart,Coef.HumanBaboonAgeLogLinear,Coef.HumanBaboonRelativeAge,Coef.PrimateClockSqrt,Coef.PrimateRelativeAge,Coef.LemurMultiTissue,rep..Homo_sapiens.hg19...dim.datAnnotation...1...,CGid,SYMBOL,GeneRegionID,seqnames,CGstart,CGend,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,ENTREZID,transcriptId,distanceToTSS,ENSEMBL,GENENAME,flank_txIds,flank_geneIds,flank_gene_distances,genic,Intergenic,Promoter,fiveUTR,threeUTR,Exon,Intron,downstream,distal_intergenic,main_Categories,CpGislandseqnames,CpGislandstart,CpGislandend,CpGislandwidth,CpGislandstrand,CpGislandlen,CpGislandcount,CpGislandgc,CpGislandoe,CpGislandden,CpGislandpvalue,CpGisland,stackHMM,repeatElements
cg25492254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706447389,NA,NA,Homo_sapiens.hg19,cg25492254,JARID2,JARID2_Exon,chr6,15497314,15497315,51,+,"Exon (uc011diu.1/3720, exon 6 of 6)",6,15245734,15497401,251668,1,3720,uc011diu.1,251530,ENSG00000008083,jumonji and AT-rich interaction domain containing 2,uc011diu.1;uc003nbj.4;uc011div.3;uc011diw.1,3720;3720;3720;3720,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,6,15496805,15497336,532,*,532,51,0.661654135,0.879994811,0.095864662,3.60E-34,CpGisland,TxEx2,NA
cg01901338,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.060899025,NA,NA,Homo_sapiens.hg19,cg01901338,TBCA,TBCA_Intergenic_upstream,chr5,77148218,77148219,50,+,Distal Intergenic,5,76987074,77072185,85112,2,6902,uc003kfi.1,-76035,ENSG00000171530,tubulin folding cofactor A,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg15417124,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006597747,NA,NA,Homo_sapiens.hg19,cg15417124,BAZ2B,BAZ2B_Exon,chr2,160194147,160194148,50,-,"Exon (uc002uao.3/29994, exon 32 of 37)",2,160175490,160473112,297623,2,29994,uc002uao.3,278965,ENSG00000123636,bromodomain adjacent to zinc finger domain 2B,uc002uao.3;uc002uap.3,29994;29994,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg01939401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000302607,NA,NA,Homo_sapiens.hg19,cg01939401,NPTN,NPTN_Exon,chr15,73889372,73889373,50,+,"Exon (uc002avs.3/27020, exon 2 of 9)",15,73852344,73925753,73410,2,27020,uc002avr.3,36330,ENSG00000156642,neuroplastin,uc002avr.3;uc002avs.3;uc002avt.3;uc010bjc.3;uc010ula.2,27020;27020;27020;27020;27020,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh3,NA
cg05385158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005874449,NA,NA,Homo_sapiens.hg19,cg05385158,CIC,CIC_Exon,chr19,42798450,42798451,50,-,"Exon (uc002otf.1/23152, exon 18 of 20)",19,42788817,42799949,11133,1,23152,uc002otf.1,9583,ENSG00000079432,capicua transcriptional repressor,uc002otf.1;uc002otg.2;uc010xwi.1;uc010xwj.1,23152;5050;5050;5050,0;8347;8480;8503,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg16518996,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.072649048,NA,NA,Homo_sapiens.hg19,cg16518996,C16orf97,C16orf97_Intergenic_downstream,chr16,51671563,51671564,51,-,Distal Intergenic,16,52060264,52107847,47584,2,388276,uc021tih.1,436284,ENSG00000261190,chromosome 16 open reading frame 97,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA19,NA
cg09035699,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164955693,NA,NA,Homo_sapiens.hg19,cg09035699,ACSL6,ACSL6_Exon,chr5,131310461,131310462,51,+,"Exon (uc003kvv.2/23305, exon 10 of 31)",5,131142684,131329971,187288,2,23305,uc003kvv.2,19510,ENSG00000164398,acyl-CoA synthetase long chain family member 6,uc003kvv.2;uc003kvw.2;uc010jdn.2;uc003kvx.2;uc003kvy.2;uc003kwb.3;uc003kvz.2;uc010jdo.2;uc021ydh.1;uc003kwa.2;uc010jdp.1,23305;23305;23305;23305;23305;23305;23305;23305;23305;23305;23305,0;-683;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA8,NA
cg02000659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039358403,NA,NA,Homo_sapiens.hg19,cg02000659,UNCX,UNCX_Intergenic_downstream,chr7,1279027,1279028,50,-,Downstream (2-3kb),7,1272654,1276613,3960,1,340260,uc011jvw.2,6373,ENSG00000164853,UNC homeobox,uc011jvw.2,340260,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg02018583,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005721795,NA,NA,Homo_sapiens.hg19,cg02018583,TSHZ1,TSHZ1_fiveUTR,chr18,72922776,72922777,50,-,Promoter (<=1kb),18,72922710,73001905,79196,1,10194,uc002lly.4,17,ENSG00000179981,teashirt zinc finger homeobox 1,uc002lly.4;uc002llx.3,10194;284273,0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSS1,NA
cg18591379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023462198,NA,NA,Homo_sapiens.hg19,cg18591379,IL1RAP,IL1RAP_Exon,chr3,190366197,190366198,50,+,"Exon (uc003fsm.2/3556, exon 12 of 12)",3,190231840,190374986,143147,1,3556,uc003fsq.3,134358,ENSG00000196083,interleukin 1 receptor accessory protein,uc003fsm.2;uc003fsn.2;uc003fso.2;uc003fsp.2;uc010hzg.2;uc003fsq.3,3556;3556;3556;3556;3556;3556,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx5,NA
cg12839840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095285286,NA,NA,Homo_sapiens.hg19,cg12839840,CXXC5,CXXC5_Intergenic_upstream,chr5,139017072,139017073,50,+,Distal Intergenic,5,139028301,139062680,34380,1,51523,uc010jfg.1,-11179,ENSG00000171604,CXXC finger protein 5,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,5,139016930,139017092,163,*,163,21,0.748466258,0.997377622,0.128834356,2.93E-17,CpGisland,TSS2,NA
cg02209224,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015575913,NA,NA,Homo_sapiens.hg19,cg02209224,C22orf34,C22orf34_Exon,chr22,49809016,49809017,51,+,"Exon (uc003biq.3/uc003biq.3, exon 5 of 5)",22,50013290,50051190,37901,2,348645,uc003bit.3,242174,ENSG00000188511,chromosome 22 open reading frame 34,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HET2,NA
cg02211939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000361153,NA,NA,Homo_sapiens.hg19,cg02211939,BNC2,BNC2_Intron,chr9,16718052,16718053,51,+,"Intron (uc003zml.3/54796, intron 3 of 6)",9,16409501,16870786,461286,2,54796,uc003zml.3,152734,ENSG00000173068,basonuclin 2,uc003zml.3;uc011lmw.2;uc003zmm.3;uc003zmo.1;uc003zmp.1;uc003zmq.1;uc003zmr.1;uc010mij.1;uc003zmt.1;uc010mil.1;uc003zmu.1;uc010mim.1;uc010min.1,54796;54796;54796;54796;54796;54796;54796;54796;54796;54796;54796;54796;54796,0;0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acet6,NA
cg22264409,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139967654,NA,NA,Homo_sapiens.hg19,cg22264409,PROK2,PROK2_Intron,chr3,71828408,71828409,51,+,"Intron (uc003doz.4/60675, intron 2 of 2)",3,71820806,71834357,13552,2,60675,uc003doz.4,5949,ENSG00000163421,prokineticin 2,uc003doz.4;uc003dpa.4,60675;60675,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA7,NA
cg12941369,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211037647,NA,NA,Homo_sapiens.hg19,cg12941369,PDCD6IP,PDCD6IP_Promoter,chr3,33839389,33839390,51,-,Promoter (<=1kb),3,33840063,33911199,71137,1,10015,uc003cfy.4,-674,ENSG00000170248,programmed cell death 6 interacting protein,uc011axv.3;uc003cfx.4;uc003cfy.4,10015;10015;10015,-624;-624;-624,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF6,NA
cg02309431,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056125,NA,NA,Homo_sapiens.hg19,cg02309431,BPIFB6,BPIFB6_Promoter,chr20,31618931,31618932,51,+,Promoter (<=1kb),20,31619454,31631853,12400,1,128859,uc010zuc.2,-523,ENSG00000167104,BPI fold containing family B member 6,uc010zuc.2;uc010zud.2,128859;128859,-523;-523,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC4,NA
cg02315747,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316732985,NA,NA,Homo_sapiens.hg19,cg02315747,GBX2,GBX2_Promoter,chr2,237077862,237077863,50,-,Promoter (1-2kb),2,237074307,237076652,2346,2,2637,uc002vvw.1,-1209,ENSG00000168505,gastrulation brain homeobox 2,uc002vvw.1;uc010zng.1,2637;2637,0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg02352801,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004743898,NA,NA,Homo_sapiens.hg19,cg02352801,CASZ1,CASZ1_Intron,chr1,10733700,10733701,50,-,"Intron (uc001aro.4/54897, intron 4 of 20)",1,10696666,10856733,160068,2,54897,uc001aro.4,123033,ENSG00000130940,castor zinc finger 1,uc001aro.4;uc001arp.2;uc009vmx.2,54897;54897;54897,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk2,NA
cg02376954,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003218273,NA,NA,Homo_sapiens.hg19,cg02376954,DAZAP1,DAZAP1_Exon,chr19,1425896,1425897,50,+,"Exon (uc002lsm.3/26528, exon 7 of 13)",19,1407584,1435682,28099,1,26528,uc002lsm.3,18262,ENSG00000071626,DAZ associated protein 1,uc021umk.1;uc002lsm.3;uc002lsn.3,26528;26528;26528,18262;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh4,NA
cg02439040,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015268343,NA,NA,Homo_sapiens.hg19,cg02439040,TMEM105,TMEM105_Intergenic_upstream,chr17,79316086,79316087,50,+,Distal Intergenic,17,79285072,79304474,19403,2,284186,uc002kad.2,-11563,ENSG00000185332,TMEM105 long non-coding RNA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm4,NA
cg02530738,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.964135024,NA,NA,Homo_sapiens.hg19,cg02530738,STXBP5,STXBP5_fiveUTR,chr6,147525662,147525663,51,+,Promoter (<=1kb),6,147525494,147711612,186119,1,134957,uc003qlz.3,118,ENSG00000164506,syntaxin binding protein 5,uc003qlz.3;uc010khz.2;uc003qly.3;uc003qlt.2;uc003qlu.1,134957;134957;134957;729178;729178,0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF4,NA
cg13169256,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.244904413,NA,NA,Homo_sapiens.hg19,cg13169256,ZMYM2,ZMYM2_Intron,chr13,20534426,20534427,50,-,"Intron (uc001umq.3/7750, intron 2 of 7)",13,20532810,20665968,133159,1,7750,uc001umr.3,1566,ENSG00000121741,zinc finger MYM-type containing 2,uc001umq.3;uc001umr.3;uc001ums.3;uc021rgy.1;uc001umt.3;uc009zzn.2,7750;7750;7750;7750;7750;7750,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF3,NA
cg02551260,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003561473,NA,NA,Homo_sapiens.hg19,cg02551260,PSMD7,PSMD7_Intergenic_upstream,chr16,74308979,74308980,50,-,Distal Intergenic,16,74330673,74340186,9514,1,5713,uc010vmr.2,-21743,ENSG00000103035,"proteasome 26S subunit, non-ATPase 7",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC4,NA
cg02554923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001760625,NA,NA,Homo_sapiens.hg19,cg02554923,FOXG1,FOXG1_Intergenic_upstream,chr14,28820064,28820065,50,-,Distal Intergenic,14,29236278,29239483,3206,1,2290,uc001wqe.4,-416263,ENSG00000176165,forkhead box G1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies1,NA
cg27201382,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237775994,NA,NA,Homo_sapiens.hg19,cg27201382,BDNF,BDNF_fiveUTR,chr11,27742030,27742031,50,-,Promoter (<=1kb),11,27676442,27742326,65885,2,627,uc001mrx.3,296,ENSG00000176697,brain derived neurotrophic factor,uc001mrw.4;uc001mrx.3;uc001mry.4;uc001mrz.4;uc001msa.3,627;627;627;627;627,0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,11,27741977,27742220,244,*,244,14,0.56557377,0.724957555,0.057377049,7.15E-07,CpGisland,BivProm2,NA
cg05961447,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005634363,NA,NA,Homo_sapiens.hg19,cg05961447,LCOR,LCOR_Exon,chr10,98715410,98715411,50,-,"Exon (uc001kmr.3/84458, exon 8 of 9)",10,98592017,98742626,150610,1,84458,uc009xvg.2,123395,ENSG00000196233,ligand dependent nuclear receptor corepressor,uc001kmr.3;uc001kms.2;uc009xvg.2;uc001kmu.2,84458;84458;84458;84458,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg02646433,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111799729,NA,NA,Homo_sapiens.hg19,cg02646433,COL8A1,COL8A1_Intergenic_upstream,chr3,99218170,99218171,51,+,Distal Intergenic,3,99357440,99422736,65297,1,1295,uc010hpe.2,-139270,ENSG00000144810,collagen type VIII alpha 1 chain,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acet6,NA
cg02681015,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.135983617,NA,NA,Homo_sapiens.hg19,cg02681015,PRDM16,PRDM16_fiveUTR,chr1,2985817,2985818,50,-,Promoter (<=1kb),1,2985742,3355185,369444,1,63976,uc001akc.3,77,ENSG00000142611,PR/SET domain 16,uc010nzg.1;uc001akc.3;uc001ake.3;uc001akf.3;uc009vlh.3,440556;63976;63976;63976;63976,0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,1,2985810,2986485,676,*,676,95,0.770710059,0.952847265,0.140532544,1.24E-80,CpGisland,TSS2,NA
cg06022033,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045665351,NA,NA,Homo_sapiens.hg19,cg06022033,LOC389895,LOC389895_Intergenic_downstream,chrX,139332679,139332680,51,-,Distal Intergenic,23,139173826,139175070,1245,1,389895,uc031tkm.1,158903,NA,chromosome 16 open reading frame 72-like,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA18,NA
cg22620222,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003051718,NA,NA,Homo_sapiens.hg19,cg22620222,LINC01122,LINC01122_Intron,chr2,59145067,59145068,50,-,"Intron (uc002rzy.3/400955, intron 4 of 13)",2,58747888,59290901,543014,1,400955,uc002rzy.3,397130,ENSG00000233723,long intergenic non-protein coding RNA 1122,uc002rzy.3,400955,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acet5,NA
cg02736176,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06356356,NA,NA,Homo_sapiens.hg19,cg02736176,EHBP1,EHBP1_Intron,chr2,63230561,63230562,50,-,"Intron (uc010fcp.3/23301, intron 19 of 22)",2,62900986,63273621,372636,1,23301,uc010fcp.3,329577,ENSG00000115504,EH domain binding protein 1,uc010fcp.3;uc002sby.3;uc002sbz.3;uc002scb.3,23301;23301;23301;23301,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx6,NA
cg26078513,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023231945,NA,NA,Homo_sapiens.hg19,cg26078513,SEZ6,SEZ6_Intergenic_upstream,chr17,27347260,27347261,51,+,Distal Intergenic,17,27281947,27333458,51512,2,124925,uc002hdq.1,-13752,ENSG00000063015,seizure related 6 homolog,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm3,NA
cg22693978,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109265963,NA,NA,Homo_sapiens.hg19,cg22693978,CREB5,CREB5_Intron,chr7,28448936,28448937,50,+,"Intron (uc003szo.3/9586, intron 1 of 9)",7,28338940,28865511,526572,1,9586,uc003szo.3,109997,ENSG00000146592,cAMP responsive element binding protein 5,uc003szo.3;uc003szq.3,9586;9586,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,7,28448717,28448937,221,*,221,31,0.755656109,0.98433908,0.140271493,1.32E-26,CpGisland,TSS2,NA
cg16124830,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.087532727,NA,NA,Homo_sapiens.hg19,cg16124830,HOXC4,HOXC4_Exon,chr12,54447881,54447882,50,-,"Exon (uc001seu.3/3221, exon 3 of 4)",12,54410642,54449814,39173,1,3221,uc001seu.3,37190,ENSG00000198353,homeobox C4,uc001seu.3;uc001sex.3;uc001sey.2,3221;3221;440101,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,12,54447873,54448091,219,*,219,22,0.739726027,0.805012531,0.100456621,1.60E-15,CpGisland,BivProm1,NA
cg16286672,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000206282,NA,NA,Homo_sapiens.hg19,cg16286672,FIGN,FIGN_Intron,chr2,164589300,164589301,50,+,"Intron (uc002uck.1/55137, intron 2 of 2)",2,164464118,164592513,128396,2,55137,uc002uck.1,3213,ENSG00000182263,"fidgetin, microtubule severing factor",uc002uck.1,55137,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm4,NA
cg26991850,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019182155,NA,NA,Homo_sapiens.hg19,cg26991850,FAM78B,FAM78B_fiveUTR,chr1,166135390,166135391,50,-,Promoter (<=1kb),1,166026690,166135958,109269,2,149297,uc010plc.2,517,ENSG00000188859,family with sequence similarity 78 member B,uc010plc.2;uc021pee.1;uc021pef.1,149297;149297;149297,0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,1,166135193,166135454,262,*,262,29,0.652671756,1.049737497,0.110687023,1.36E-21,CpGisland,BivProm1,NA
cg02803284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039161758,NA,NA,Homo_sapiens.hg19,cg02803284,VSIG8,VSIG8_Intron,chr1,159825639,159825640,51,+,"Intron (uc001fuh.3/391123, intron 6 of 6)",1,159824106,159832447,8342,2,391123,uc001fuh.3,6808,ENSG00000243284,V-set and immunoglobulin domain containing 8,uc001fug.1;uc001fuh.3,284677;391123,-452;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,1,159825528,159825640,113,*,113,10,0.761061947,0.646083476,0.088495575,9.77E-07,CpGisland,ReprPC9,NA
cg26206341,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05980097,NA,NA,Homo_sapiens.hg19,cg26206341,TFAP2B,TFAP2B_Exon,chr6,50811047,50811048,50,+,"Exon (uc003pag.3/7021, exon 7 of 7)",6,50786439,50815326,28888,1,7021,uc003pag.3,24610,ENSG00000008196,transcription factor AP-2 beta,uc003pag.3,7021,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg23014365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003921966,NA,NA,Homo_sapiens.hg19,cg23014365,TMEM114,TMEM114_Intergenic_downstream,chr16,8432151,8432152,50,+,Distal Intergenic,16,8619502,8622226,2725,2,283953,uc010uyd.2,190075,ENSG00000232258,transmembrane protein 114,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies2,NA
cg16378867,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014448903,NA,NA,Homo_sapiens.hg19,cg16378867,XPO1,XPO1_fiveUTR,chr2,61765407,61765408,50,+,Promoter (<=1kb),2,61705069,61765418,60350,2,7514,uc002sbj.3,0,ENSG00000082898,exportin 1,uc010fcl.3;uc010ypn.2;uc002sbj.3;uc002sbk.3,7514;7514;7514;7514,0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,2,61765348,61765681,334,*,334,28,0.652694611,0.802333562,0.083832335,2.17E-17,CpGisland,TSS1,NA
cg26237121,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015251525,NA,NA,Homo_sapiens.hg19,cg26237121,NIPBL,NIPBL_Exon,chr5,36984865,36984866,50,+,"Exon (uc003jkk.4/25836, exon 10 of 46)",5,36876861,37065921,189061,1,25836,uc003jkk.4,107954,ENSG00000164190,NIPBL cohesin loading factor,uc003jkk.4;uc003jkl.4;uc003jkm.1,25836;25836;25836,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx1,NA
cg09965258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190149374,NA,NA,Homo_sapiens.hg19,cg09965258,NFIB,NFIB_fiveUTR,chr9,14313762,14313763,51,-,5' UTR,9,14081842,14398982,317141,2,4781,uc022bdp.1,85170,ENSG00000147862,nuclear factor I B,uc003zle.3;uc003zlf.3;uc022bdo.1;uc022bdp.1;uc011lmo.2,4781;4781;4781;4781;4781,0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,9,14313758,14313816,59,*,59,11,0.762711864,1.282608696,0.186440678,3.63E-11,CpGisland,PromF5,NA
cg13651513,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006330059,NA,NA,Homo_sapiens.hg19,cg13651513,BDNF,BDNF_Promoter,chr11,27743975,27743976,51,+,Promoter (<=1kb),11,27676442,27743605,67164,2,627,uc001msa.3,-320,ENSG00000176697,brain derived neurotrophic factor,uc001mrw.4;uc001mrx.3;uc001mry.4;uc001mrz.4;uc001msa.3,627;627;627;627;627,0;0;0;0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg02884952,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029798566,NA,NA,Homo_sapiens.hg19,cg02884952,SOX9,SOX9_Intergenic_upstream,chr17,69457911,69457912,50,-,Distal Intergenic,17,70117161,70122560,5400,1,6662,uc002jiw.3,-659299,ENSG00000125398,SRY-box transcription factor 9,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk8,NA
