"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg04373810",NA,-0.000961809,"5",124747495,"ZNF608","ZNF608",57507,"conserved gene but different region in human and mouse","ZNF608_Intron","Intron (ENST00000509799.5/57507, intron 1 of 4)","18",54991222,"Zfp608"
"cg04414148",NA,-0.027833877,"17",48614620,"HOXB7","HOXB8",3217,"mapped to different gene in human and mouse","HOXB7_Exon","Exon (ENST00000239144.5/3218, exon 1 of 2)","11",96283046,"Hoxb8"
"cg04539386",NA,-0.110715895,"17",63589000,"DCAF7","DCAF7",10238,"mapped in human, not mapped in mouse","DCAF7_Exon","Exon (ENST00000614556.5/10238, exon 7 of 7)","11",106054683,"Dcaf7"
"cg04584281",NA,-0.009269542,"1",50197459,"ELAVL4","ELAVL4",1996,"conserved gene and region in mouse and human","ELAVL4_Exon","Exon (ENST00000448907.7/1996, exon 6 of 7)","4",110209747,"Elavl4"
"cg04680480",NA,0.122538377,"8",143429571,"MAFA","MAFA",389692,"conserved gene and region in mouse and human","MAFA_Exon","Exon (ENST00000528185.1/ENST00000528185.1, exon 1 of 2)","15",75747069,"Mafa"
"cg08676748",NA,0.05085596,"15",40925729,"DLL4","DLL4",54567,"mapped in human, not mapped in mouse","DLL4_Promoter","Promoter (3-4kb)","2",119322279,"Dll4"
"cg12577973",NA,0.009197342,"17",7884827,"CHD3","CHD3",1107,"conserved gene and region in mouse and human","CHD3_Exon","Promoter (<=1kb)","11",69369370,"Chd3"
"cg08747377",NA,-0.012083729,"16",82627065,"CDH13","CDH13",1012,"mapped in human, not mapped in mouse","CDH13_fiveUTR","Promoter (<=1kb)","8",118283823,"Cdh13"
"cg16278638",NA,-0.030811809,"12",109718594,"FAM222A","FAM222A",84915,"mapped in human, not mapped in mouse","FAM222A_Intron","Intron (ENST00000538780.1/84915, intron 1 of 2)","5",114571712,"Fam222a"
"cg08912313",NA,-0.029800205,"9",17502326,"CNTLN","CNTLN",54875,"conserved gene and region in mouse and human","CNTLN_Intron","Intron (ENST00000380647.8/54875, intron 25 of 25)","4",85130193,"Cntln"
"cg08933909",NA,-0.004387621,"11",114163920,"ZBTB16","ZBTB16",7704,"conserved gene and region in mouse and human","ZBTB16_Intron","Intron (ENST00000335953.9/7704, intron 3 of 6)","9",48736717,"Zbtb16"
"cg16356803",NA,0.122298339,"6",6006777,"NRN1","NRN1",51299,"conserved gene and region in mouse and human","NRN1_fiveUTR","Promoter (<=1kb)","13",36734318,"Nrn1"
"cg04913399",NA,-0.001623059,"3",53497337,"CACNA1D","CACNA1D",776,"conserved gene and region in mouse and human","CACNA1D_Exon","Exon (ENST00000637424.1/776, exon 2 of 47)","14",30350763,"Cacna1d"
"cg08981150",NA,0.003965209,"11",10804357,"EIF4G2","EIF4G2",1982,"conserved gene but different region in human and mouse","EIF4G2_threeUTR","3' UTR","7",111078492,"Eif4g2"
"cg12761282",NA,0.00805726,"20",2295925,"TGM3","TGM3",7053,"conserved gene but different region in human and mouse","TGM3_Intron","Intron (ENST00000651531.1/7053, intron 2 of 13)","2",130012266,"Tgm3"
"cg16437032",NA,0.002837008,"2",158577295,"PKP4","PKP4",8502,"conserved gene but different region in human and mouse","PKP4_threeUTR","3' UTR","2",59266412,"Pkp4"
"cg09023627",NA,0.052520774,"1",15872997,"SPEN","SPEN",23013,"mapped in human, not mapped in mouse","SPEN_Exon","Exon (ENST00000375759.8/23013, exon 2 of 15)","4",141522210,"Spen"
"cg05033071",NA,-0.027820003,"1",41362275,"FOXO6","SCMH1",100132074,"conserved gene and region in mouse and human","FOXO6_Exon","Promoter (<=1kb)","4",120286907,"Foxo6"
"cg09169719",NA,-0.005659556,"1",24647166,"SRRM1","SRRM1",10250,"conserved gene but different region in human and mouse","SRRM1_threeUTR","3' UTR","4",135346357,"Srrm1"
"cg09191327",NA,-0.002738114,"9",130664721,"PRDM12","PRDM12",59335,"mapped in human, not mapped in mouse","PRDM12_Exon","Promoter (<=1kb)","2",31640166,"Prdm12"
"cg05136138",NA,-0.004057652,"14",79853592,"NRXN3","NRXN3",9369,"conserved gene and region in mouse and human","NRXN3_Exon","Exon (ENST00000554738.5/9369, exon 19 of 20)","12",90321989,"Nrxn3"
"cg05172686",NA,-0.001596476,"22",29729506,"CABP7","CABP7",164633,"conserved gene and region in mouse and human","CABP7_Exon","Exon (ENST00000216144.4/164633, exon 5 of 5)","11",4738883,"Cabp7"
"cg07906193",NA,-0.021631513,"10",124911397,"ZRANB1","ZRANB1",54764,"mapped in human, not mapped in mouse","ZRANB1_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg16599143",NA,0.003493221,"1",171089531,"FMO3","FMO3",2328,"mapped in human, not mapped in mouse","FMO3_Promoter","Promoter (1-2kb)",NA,NA,NA
"cg12933950",NA,-0.001822566,"17",1996667,"RTN4RL1","RTN4RL1",146760,"conserved gene and region in mouse and human","RTN4RL1_Intron","Intron (ENST00000574520.3/ENST00000574520.3, intron 1 of 2)","11",75215350,"Rtn4rl1"
"cg05292023",NA,-0.004253109,"13",27822774,"PLUT","GSX1",100861550,"mapped to different gene in human and mouse","PLUT_Exon","Exon (ENST00000499662.3/100861550, exon 4 of 5)","5",147223601,"Gsx1"
"cg05330587",NA,-0.134189874,"6",50715397,"TFAP2D","TFAP2D",83741,"mapped in human, not mapped in mouse","TFAP2D_Exon","Exon (ENST00000008391.3/83741, exon 2 of 8)","1",19104645,"Tfap2d"
"cg09363187",NA,0.006909874,"14",64541630,"HSPA2","HSPA2",3306,"conserved gene and region in mouse and human","HSPA2_Exon","Exon (ENST00000394709.2/ENST00000394709.2, exon 2 of 2)","12",76405314,"Hspa2"
"cg16756969",NA,-0.008034885,"12",113649565,"LINC01234","LHX5",100506465,"mapped in human, not mapped in mouse","LINC01234_Intron","Intron (ENST00000661760.1/100506465, intron 3 of 3)","5",120294608,"Rbm19"
"cg13006563",NA,0.106674583,"4",93772112,"GRID2","GRID2",2895,"conserved gene and region in mouse and human","GRID2_Exon","Exon (ENST00000282020.9/2895, exon 16 of 16)","6",64665893,"Grid2"
"cg09377007",NA,-0.110760228,"9",20603560,"MLLT3","MLLT3",4300,"mapped in human, not mapped in mouse","MLLT3_Intron","Intron (ENST00000380338.9/4300, intron 2 of 10)",NA,NA,NA
"cg13068315",NA,-0.076510871,"X",71546390,"OGT","BCYRN1",8473,"conserved gene and region in mouse and human","OGT_Exon","Exon (ENST00000488174.5/8473, exon 4 of 20)","X",101654022,"Ogt"
"cg13087210",NA,0.019254469,"8",135542684,"KHDRBS3","KHDRBS3",10656,"mapped in human, not mapped in mouse","KHDRBS3_Exon","Exon (ENST00000355849.10/10656, exon 3 of 9)","15",69013388,"Khdrbs3"
"cg13151063",NA,0.076046679,"5",140440165,"ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3",404734,"conserved gene but different region in human and mouse","ANKHD1-EIF4EBP3_fiveUTR","5' UTR","18",36581114,"Ankhd1"
"cg20865948",NA,-0.016083107,"17",19940990,"AKAP10","AKAP10",11216,"conserved gene but different region in human and mouse","AKAP10_threeUTR","3' UTR","11",61904010,"Akap10"
"cg05551621",NA,0.310352634,"1",63323562,"FOXD3-AS1","FOXD3",100996301,"mapped in human, not mapped in mouse","FOXD3-AS1_Exon","Promoter (<=1kb)",NA,NA,NA
"cg17139066",NA,-0.087614936,"11",15842246,"MIR6073","SOX6",102464826,"mapped to different gene in human and mouse","MIR6073_Intergenic_downstream","Distal Intergenic","7",115379932,"Rpl19-ps10"
"cg17213306",NA,0.009828545,"4",148949977,"LOC105377480","NR3C2",105377480,"mapped in human, not mapped in mouse","LOC105377480_Promoter","Promoter (7-8kb)","8",76378035,"Gm7990"
"cg09661809",NA,0.02218746,"11",75242037,"TPBGL","TPBGL",100507050,"conserved gene and region in mouse and human","TPBGL_Exon","Exon (ENST00000562197.3/100507050, exon 1 of 1)","7",99625654,"Tpbgl"
"cg09661817",NA,0.144155241,"16",68123120,"NFATC3","NFATC3",4775,"conserved gene and region in mouse and human","NFATC3_Exon","Exon (ENST00000553077.5/4775, exon 2 of 9)","8",106079740,"Nfatc3"
"cg05684493",NA,0.004714162,"12",19314749,"PLEKHA5","PLEKHA5",54477,"mapped in human, not mapped in mouse","PLEKHA5_Intron","Intron (ENST00000429027.6/54477, intron 15 of 31)","6",140563503,"Plekha5"
"cg09750164",NA,0.012277698,"14",33800872,"NPAS3","NPAS3",64067,"mapped in human, not mapped in mouse","NPAS3_Exon","Exon (ENST00000551634.5/64067, exon 11 of 11)","12",54068837,"Npas3"
"cg17318138",NA,-0.001754638,"20",676643,"SCRT2","SCRT2",85508,"mapped in human, not mapped in mouse","SCRT2_Promoter","Promoter (<=1kb)","2",152080935,"Scrt2"
"cg18684142",NA,-0.001517616,"17",48605032,"HOXB-AS3","HOXB6",404266,"mapped to different gene in human and mouse","HOXB-AS3_Intron","Intron (ENST00000467155.6/404266, intron 2 of 2)","11",96292435,"Hoxb6"
"cg11251514",NA,-0.033284821,"11",8283204,"LMO1","LMO1",4004,"conserved gene and region in mouse and human","LMO1_Intergenic_upstream","Distal Intergenic","7",109191418,"Lmo1"
"cg10045881",NA,0.026199335,"1",111227669,"CHI3L2","CHI3L2",1117,"mapped in human, not mapped in mouse","CHI3L2_fiveUTR","5' UTR",NA,NA,NA
"cg25805807",NA,-0.320456857,"10",101430388,"BTRC","BTRC",8945,"conserved gene and region in mouse and human","BTRC_Exon","Exon (ENST00000393441.8/8945, exon 2 of 14)","19",45423176,"Btrc"
"cg17458251",NA,-0.006390369,"14",23068651,"ACIN1","ACIN1",22985,"conserved gene but different region in human and mouse","ACIN1_threeUTR","3' UTR","14",54650867,"Acin1"
"cg17504468",NA,-0.004365077,"1",243476144,"SDCCAG8","SDCCAG8",10806,"mapped in human, not mapped in mouse","SDCCAG8_Exon","Exon (ENST00000463042.1/10806, exon 3 of 3)","1",176999264,"Sdccag8"
"cg05861987",NA,0.011704452,"7",122329496,"CADPS2","CADPS2",93664,"conserved gene and region in mouse and human","CADPS2_Intron","Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)","6",23273410,"Cadps2"
"cg10211907",NA,-0.017281166,"14",93430756,"UNC79","UNC79",57578,"conserved gene and region in mouse and human","UNC79_fiveUTR","5' UTR","12",102949280,"Unc79"
"cg13830021",NA,-0.03237669,"17",50621694,"CACNA1G","CACNA1G",8913,"conserved gene and region in mouse and human","CACNA1G_Exon","Exon (ENST00000359106.10/8913, exon 35 of 38)","11",94413189,"Cacna1g"
"cg10235290",NA,-0.052128427,"1",44581211,"RNF220","RNF220",55182,"conserved gene and region in mouse and human","RNF220_Intron","Intron (ENST00000355387.6/55182, intron 2 of 14)","4",117336021,"Rnf220"
"cg10246778",NA,0.012722939,"3",169574481,"MECOM","MECOM",2122,"conserved gene and region in mouse and human","MECOM_Intron","Intron (ENST00000651503.2/2122, intron 1 of 16)","3",30411978,"Mecom"
"cg23120731",NA,-0.017842342,"X",69082336,"PJA1","PJA1",64219,"mapped to different gene in human and mouse","PJA1_Intergenic_downstream","Distal Intergenic","X",99390043,"Pja1"
"cg06102298",NA,-0.058171016,"12",56164375,"SMARCC2","SMARCC2",6601,"conserved gene and region in mouse and human","SMARCC2_Exon","Exon (ENST00000550164.6/6601, exon 28 of 29)","10",128488286,"Smarcc2"
"cg17776554",NA,0.108330274,"16",73048252,"ZFHX3","ZFHX3",463,"conserved gene but different region in human and mouse","ZFHX3_Intron","Intron (ENST00000397992.5/463, intron 1 of 8)","8",108714805,"Zfhx3"
"cg07782608",NA,0.008144109,"10",68756514,"CCAR1","CCAR1",55749,"conserved gene but different region in human and mouse","CCAR1_Intron","Intron (ENST00000630771.2/55749, intron 13 of 23)","10",62764292,"Ccar1"
"cg06333141",NA,0.016708865,"1",212329287,"PPP2R5A","PPP2R5A",5525,"conserved gene and region in mouse and human","PPP2R5A_Exon","Exon (ENST00000261461.7/5525, exon 2 of 13)","1",191372513,"Ppp2r5a"
"cg17819031",NA,0.001732605,"3",122926485,"SEMA5B","SEMA5B",54437,"conserved gene and region in mouse and human","SEMA5B_Exon","Exon (ENST00000357599.8/54437, exon 9 of 23)","16",35647235,"Sema5b"
"cg14056866",NA,-0.004776292,"15",89335140,"POLG","POLG",5428,"conserved gene and region in mouse and human","POLG_Exon","Promoter (<=1kb)","7",79466486,"Polg"
"cg26275174",NA,-6.60319e-06,"9",2159835,"SMARCA2","SMARCA2",6595,"mapped in human, not mapped in mouse","SMARCA2_Exon","Exon (ENST00000635133.1/6595, exon 2 of 6)","19",26749873,"Smarca2"
"cg15298634",NA,-2.91333e-05,"11",16055889,"SOX6","SOX6",55553,"conserved gene and region in mouse and human","SOX6_Exon","Exon (ENST00000316399.10/55553, exon 9 of 15)","7",115550147,"Sox6"
"cg17986111",NA,-0.21436639,"2",80303544,"CTNNA2","CTNNA2",1496,"mapped in human, not mapped in mouse","CTNNA2_Exon","Exon (ENST00000417012.5/347730, exon 2 of 3)","6",77243836,"Ctnna2"
"cg10681713",NA,-0.000420184,"8",37147888,"KCNU1","KCNU1",157855,"mapped in human, not mapped in mouse","KCNU1_Intergenic_downstream","Distal Intergenic","8",26438760,"Gm50479"
"cg11904056",NA,0.210083826,"5",93583204,"NR2F1-AS1","NR2F1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Intron","Intron (ENST00000659336.1/441094, intron 1 of 4)","13",78200408,"Nr2f1"
"cg18093751",NA,-0.015757366,"6",108165979,"NR2E1","NR2E1",7101,"conserved gene and region in mouse and human","NR2E1_Promoter","Promoter (<=1kb)","10",42583701,"Nr2e1"
"cg14322760",NA,0.004394268,"3",160402676,"TRIM59-IFT80","IFT80",100174949,"mapped in human, not mapped in mouse","TRIM59-IFT80_fiveUTR","5' UTR","3",69007929,"Smc4"
"cg10739250",NA,0.002172333,"11",30535950,"MPPED2","MPPED2",744,"conserved gene and region in mouse and human","MPPED2_Intron","Intron (ENST00000448418.6/744, intron 3 of 6)","2",106744924,"Mpped2"
"cg10757510",NA,-0.019746063,"6",107293217,"PDSS2","PDSS2",57107,"mapped in human, not mapped in mouse","PDSS2_Intron","Intron (ENST00000369037.9/57107, intron 2 of 7)","10",43332415,"Pdss2"
"cg12289045",NA,0.025611486,"19",50638104,"SYT3","SYT3",84258,"mapped in human, not mapped in mouse","SYT3_Intron","Intron (ENST00000593901.5/84258, intron 2 of 10)",NA,NA,NA
"cg14381350",NA,0.028072859,"12",130826483,"STX2","STX2",2054,"mapped in human, not mapped in mouse","STX2_Intron","Intron (ENST00000392373.7/2054, intron 2 of 10)",NA,NA,NA
"cg10893516",NA,0.00795034,"6",48068585,"PTCHD4","PTCHD4",442213,"conserved gene and region in mouse and human","PTCHD4_Exon","Promoter (<=1kb)","17",42316710,"Ptchd4"
"cg06796779",NA,-0.00147491,"3",128486084,"GATA2","GATA2",2624,"mapped in human, not mapped in mouse","GATA2_Exon","Exon (ENST00000341105.6/2624, exon 3 of 6)","6",88200502,"Gata2"
"cg15726426",NA,0.020989726,"1",110674217,"KCNA3","KCNA3",3738,"mapped in human, not mapped in mouse","KCNA3_Exon","Promoter (<=1kb)","3",107036873,"Kcna3"
"cg11082761",NA,0.000171456,"17",7838401,"KDM6B","KDM6B",23135,"conserved gene and region in mouse and human","KDM6B_Promoter","Promoter (1-2kb)","11",69416179,"Kdm6b"
"cg22432362",NA,0.087306049,"1",87329763,"LMO4","LMO4",8543,"conserved gene and region in mouse and human","LMO4_Promoter","Promoter (<=1kb)","3",144204322,"Lmo4"
"cg08508546",NA,-0.000163097,"5",92713399,"NR2F1-AS1","NR2F1-AS1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Intergenic_downstream","Distal Intergenic","13",79255612,"Gm48470"
"cg18526971",NA,-0.142252854,"5",93585447,"NR2F1-AS1","NR2F1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Exon","Promoter (<=1kb)","13",78198158,"Nr2f1"
"cg07026794",NA,-0.000529793,"17",48615048,"HOXB7","HOXB8",3217,"mapped to different gene in human and mouse","HOXB7_fiveUTR","5' UTR","11",96282601,"Hoxb8"
"cg11160393",NA,-0.000238263,"5",77725227,"TBCA","TBCA",6902,"conserved gene and region in mouse and human","TBCA_Intron","Intron (ENST00000380377.8/6902, intron 1 of 3)","13",94817613,"Tbca"
"cg18577444",NA,-0.051350887,"19",30360436,"ZNF536","ZNF536",9745,"mapped in human, not mapped in mouse","ZNF536_Intron","Intron (ENST00000585628.5/9745, intron 3 of 5)","7",37640569,"Zfp536"
"cg22710034",NA,-0.037207149,"X",136874425,"RBMX","RBMX",27316,"mapped to different gene in human and mouse","RBMX_threeUTR","3' UTR","X",57387366,"Rbmx"
"cg08627730",NA,-5.12932e-05,"2",144096641,"GTDC1","GTDC1",79712,"mapped in human, not mapped in mouse","GTDC1_Intron","Intron (ENST00000392869.6/79712, intron 5 of 10)",NA,NA,NA
"cg12492738",NA,0.016728417,"20",20363127,"INSM1","INSM1",3642,"mapped to different gene in human and mouse","INSM1_Promoter","Promoter (4-5kb)","2",146217514,"Cfap61"
"cg18787121",NA,0.058768732,"17",48625777,"HOXB7","HOXB9",3217,"mapped in human, not mapped in mouse","HOXB7_Exon","Exon (ENST00000311177.7/3219, exon 1 of 2)","11",96272033,"Hoxb9"
"cg07299823",NA,-0.011704022,"14",93430776,"UNC79","UNC79",57578,"conserved gene and region in mouse and human","UNC79_fiveUTR","5' UTR","12",102949300,"Unc79"
"cg16154416",NA,-0.002024283,"15",79090425,"RASGRF1","RASGRF1",5923,"mapped in human, not mapped in mouse","RASGRF1_Exon","Promoter (<=1kb)","9",89910070,"Rasgrf1"
"cg16159306",NA,-0.036606141,"12",76821110,"ZDHHC17","ZDHHC17",23390,"conserved gene and region in mouse and human","ZDHHC17_threeUTR","3' UTR","10",110962351,"Zdhhc17"
"cg11480265",NA,-0.042846346,"1",113682225,"MAGI3","MAGI3",260425,"mapped to different gene in human and mouse","MAGI3_Exon","Exon (ENST00000369617.8/260425, exon 22 of 22)","3",104016678,"Magi3"
"cg18961151",NA,-0.032919858,"18",47251684,"SKOR2","SKOR2",652991,"conserved gene and region in mouse and human","SKOR2_Promoter","Promoter (<=1kb)","18",76856114,"Skor2"
"cg23088328",NA,0.057521826,"1",170661790,"PRRX1","PRRX1",5396,"mapped in human, not mapped in mouse","PRRX1_Promoter","Promoter (<=1kb)","1",163314942,"Prrx1"
"cg11514832",NA,0.033804912,"2",144466014,"ZEB2","ZEB2",9839,"conserved gene and region in mouse and human","ZEB2_Intron","Intron (ENST00000636820.1/9839, intron 1 of 8)","2",45058463,"Zeb2"
"cg15006148",NA,-0.000973121,"13",94662152,"LOC101927284","SOX21",101927284,"mapped to different gene in human and mouse","LOC101927284_Intergenic_upstream","Distal Intergenic","14",118194413,"Sox21"
"cg12733826",NA,0.006594614,"1",213892396,"PROX1-AS1","LINC00538",100505832,"mapped in human, not mapped in mouse","PROX1-AS1_Intron","Intron (ENST00000433082.6/100505832, intron 4 of 5)","1",190270942,"Prox1"
"cg11614630",NA,0.077460709,"6",170293823,"DLL1","DLL1",28514,"conserved gene but different region in human and mouse","DLL1_Intron","Intron (ENST00000630384.2/84498, intron 1 of 10)","17",15378809,"Dll1"
"cg15094970",NA,0.004329447,"3",181699580,"SOX2-OT","SOX2-OT",347689,"mapped to different gene in human and mouse","SOX2-OT_Exon","Exon (ENST00000600801.7/347689, exon 1 of 3)","3",34638340,"Sox2"
"cg23183090",NA,-0.033949768,"2",31893253,"MEMO1","MEMO1",51072,"mapped in human, not mapped in mouse","MEMO1_Exon","Exon (ENST00000413686.1/51072, exon 6 of 7)",NA,NA,NA
"cg15171944",NA,0.00085034,"7",25949963,"MIR148A","MIR148A",406940,"mapped to different gene in human and mouse","MIR148A_Exon","Promoter (<=1kb)","6",51269870,"Nfe2l3"
"cg16542942",NA,0.014174841,"2",143842306,"LOC101928386","GTDC1",101928386,"mapped in human, not mapped in mouse","LOC101928386_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg19291109",NA,-0.17868243,"7",103482241,"LOC101927870","RELN",101927870,"mapped to different gene in human and mouse","LOC101927870_Exon","Exon (ENST00000473945.1/5649, exon 4 of 4)","5",21895204,"Reln"
"cg11728741",NA,0.201558694,"8",41896469,"ANK1","ANK1",286,"conserved gene and region in mouse and human","ANK1_Exon","Promoter (<=1kb)","8",22975146,"Ank1"
"cg23948922",NA,-0.09690135,"2",221425936,"EPHA4","EPHA4",2043,"mapped in human, not mapped in mouse","EPHA4_threeUTR","3' UTR","1",77373643,"Epha4"
"cg12896068",NA,0.069144007,"15",67748056,"MAP2K5","MAP2K5",5607,"conserved gene and region in mouse and human","MAP2K5_Intron","Intron (ENST00000178640.10/5607, intron 17 of 21)","9",63217539,"Map2k5"
"cg15343536",NA,0.107842832,"1",61152215,"NFIA","NFIA",4774,"conserved gene and region in mouse and human","NFIA_Intron","Intron (ENST00000371191.5/4774, intron 2 of 10)","4",97840438,"Nfia"
"cg20452275",NA,-0.000245457,"3",184320228,"EIF4G1","EIF4G1",1981,"mapped in human, not mapped in mouse","EIF4G1_Intron","Intron (ENST00000346169.6/1981, intron 7 of 32)","16",20678187,"Eif4g1"
"cg08030321",NA,0.020570823,"5",93191253,"NR2F1-AS1","NR2F1-AS1",441094,"mapped in human, not mapped in mouse","NR2F1-AS1_Intergenic_downstream","Distal Intergenic",NA,NA,NA
"cg11978813",NA,-0.04369953,"15",43409690,"TUBGCP4","TP53BP1",27229,"mapped in human, not mapped in mouse","TUBGCP4_threeUTR","3' UTR","2",121200346,"Trp53bp1"
"cg12973326",NA,-0.000286563,"13",57632930,"PCDH17","PCDH17",27253,"conserved gene and region in mouse and human","PCDH17_Exon","Exon (ENST00000377918.8/27253, exon 1 of 4)","14",84446481,"Pcdh17"
"cg12201500",NA,-0.000199577,"5",154811617,"LARP1","LARP1",23367,"mapped in human, not mapped in mouse","LARP1_Exon","Exon (ENST00000336314.9/23367, exon 18 of 19)","11",58057365,"Larp1"
"cg16764906",NA,0.020814855,"2",171966532,"HAT1","HAT1",8520,"conserved gene and region in mouse and human","HAT1_Exon","Exon (ENST00000392584.2/8520, exon 2 of 4)","2",71421334,"Hat1"
"cg08321639",NA,0.017637495,"8",115668975,"TRPS1","TRPS1",7227,"conserved gene but different region in human and mouse","TRPS1_fiveUTR","Promoter (<=1kb)","15",50890050,"Trps1"
"cg16853731",NA,-0.005511473,"1",38044783,"POU3F1","POU3F1",5453,"conserved gene and region in mouse and human","POU3F1_threeUTR","3' UTR","4",124659689,"Pou3f1"
"cg25430089",NA,-0.020268953,"9",125763648,"PBX3","PBX3",5090,"conserved gene and region in mouse and human","PBX3_Intron","Intron (ENST00000342287.9/5090, intron 2 of 7)","2",34355965,"Pbx3"
"cg16886381",NA,-0.025650263,"22",29291488,"EWSR1","EWSR1",2130,"mapped in human, not mapped in mouse","EWSR1_Exon","Exon (ENST00000479135.5/2130, exon 4 of 12)","11",5079595,"Ewsr1"
"cg21509426",NA,-0.003749767,"10",60892897,"RHOBTB1","RHOBTB1",9886,"conserved gene but different region in human and mouse","RHOBTB1_Exon","Exon (ENST00000337910.10/9886, exon 5 of 11)","10",69266284,"Rhobtb1"
"cg12373771",NA,0.199846017,"22",17120491,"TMEM121B","TMEM121B",27439,"mapped in human, not mapped in mouse","TMEM121B_Exon","Promoter (<=1kb)","6",120493130,"Tmem121b"
"cg20884304",NA,0.04754882,"2",143401857,"ARHGAP15","ARHGAP15",55843,"conserved gene and region in mouse and human","ARHGAP15_Intron","Intron (ENST00000552641.5/55843, intron 6 of 7)","2",44029308,"Arhgap15"
"cg20895555",NA,-0.232369006,"2",104853928,"POU3F3","POU3F3",5455,"conserved gene and region in mouse and human","POU3F3_Promoter","Promoter (<=1kb)","1",42695581,"Pou3f3"
"cg24055081",NA,-0.095379443,"6",12013251,"HIVEP1","HIVEP1",3096,"conserved gene but different region in human and mouse","HIVEP1_Intron","Intron (ENST00000491710.5/3096, intron 1 of 3)","13",42052911,"Hivep1"
"cg19756587",NA,0.01070489,"9",124658727,"MIR181A2HG","NR6A1",100379345,"mapped to different gene in human and mouse","MIR181A2HG_Exon","Promoter (<=1kb)","2",38823555,"Nr6a1"
"cg19812206",NA,0.103233243,"16",72902223,"ZFHX3","ZFHX3",463,"conserved gene and region in mouse and human","ZFHX3_Intron","Intron (ENST00000268489.10/463, intron 3 of 9)","8",108846572,"Zfhx3"
"cg08587692",NA,-0.03684907,"13",83881293,"SLITRK1","SLITRK1",114798,"conserved gene and region in mouse and human","SLITRK1_Exon","Exon (ENST00000377084.3/114798, exon 1 of 1)","14",108913063,"Slitrk1"
"cg25694286",NA,0.03906294,"22",38489317,"DDX17","DDX17",10521,"conserved gene and region in mouse and human","DDX17_threeUTR","3' UTR","15",79533069,"Ddx17"
"cg22805522",NA,0.062885779,"1",63318178,"LINC00466","LINC00466",199899,"mapped in human, not mapped in mouse","LINC00466_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg08666298",NA,-0.063007641,"17",64501369,"DDX5","DDX5",1655,"conserved gene but different region in human and mouse","DDX5_Exon","Exon (ENST00000581230.5/1655, exon 11 of 12)","11",106783327,"Ddx5"
"cg12564910",NA,0.022099875,"17",78358987,"SOCS3","SOCS3",9021,"conserved gene and region in mouse and human","SOCS3_Exon","Exon (ENST00000330871.3/9021, exon 2 of 2)","11",117968122,"Socs3"
"cg11276577",NA,-0.071035118,"1",41524866,"HIVEP3","HIVEP3",59269,"mapped in human, not mapped in mouse","HIVEP3_Exon","Exon (ENST00000643665.1/59269, exon 5 of 8)","4",120122915,"Hivep3"
"cg25108269",NA,-0.043015876,"9",126437685,"MVB12B","MVB12B",89853,"mapped in human, not mapped in mouse","MVB12B_Intron","Intron (ENST00000361171.8/89853, intron 7 of 9)","2",33788918,"Mvb12b"
"cg20025209",NA,-0.006134412,"18",62264820,"RELCH","RELCH",57614,"mapped in human, not mapped in mouse","RELCH_Exon","Exon (ENST00000644646.1/57614, exon 18 of 29)","1",105726434,"Relch"
"cg20033770",NA,0.018482233,"17",7910553,"CHD3","CHD3",1107,"conserved gene but different region in human and mouse","CHD3_threeUTR","3' UTR","11",69345508,"Chd3"
"cg16296826",NA,-0.023985575,"8",142449388,"ADGRB1","ADGRB1",575,"conserved gene and region in mouse and human","ADGRB1_Promoter","Promoter (<=1kb)","15",74516151,"Adgrb1"
"cg17656607",NA,0.015765194,"11",117776889,"DSCAML1","DSCAML1",57453,"conserved gene and region in mouse and human","DSCAML1_Exon","Exon (ENST00000651296.2/57453, exon 3 of 33)","9",45450529,"Dscaml1"
"cg08965235",NA,-0.021251602,"11",65557687,"LTBP3","LTBP3",4054,"mapped in human, not mapped in mouse","LTBP3_Exon","Promoter (<=1kb)","19",5742503,"Ltbp3"
"cg17708456",NA,0.055027367,"3",169663775,"MECOM","MECOM",2122,"conserved gene and region in mouse and human","MECOM_fiveUTR","Promoter (<=1kb)","3",30509822,"Mecom"
"cg20194417",NA,0.015584833,"9",35801926,"NPR2","NPR2",4882,"conserved gene and region in mouse and human","NPR2_Exon","Exon (ENST00000342694.6/4882, exon 9 of 22)","4",43643335,"Npr2"
"cg24927890",NA,-0.05302626,"5",150600964,"SYNPO","SYNPO",11346,"conserved gene and region in mouse and human","SYNPO_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg21703944",NA,-0.120083957,"6",35243580,"SCUBE3","SCUBE3",222663,"conserved gene but different region in human and mouse","SCUBE3_Intron","Intron (ENST00000274938.8/222663, intron 15 of 21)","17",28165973,"Scube3"
